Server,Transactions
ieo2wlzsoax01/10.142.4.18/soa_server1,374332
Total,374332

Date,Time,Application,Service,No. of Requests,Min Time(ms),Max Time(ms),Avg Time(ms)
03/07/2019,05:00,THBS,ContactManagement_V1_0.createContact,1,1546,1546,1546
03/07/2019,05:30,OMS,CheckTransaction_V1_0.checkTransaction,2,1242,1368,1305
03/07/2019,06:00,OMS,CheckTransaction_V1_0.checkTransaction,1,1300,1300,1300
03/07/2019,06:30,thbs,CheckTransaction_V1_0.checkTransaction,15,1091,4182,1756
03/07/2019,06:45,test111,CreditVettingFraud_V1_0.cvfEligibityStatus,1,3505,3505,3505
03/07/2019,06:45,test111,O2IE_ManageCheckPoint_1_0.getCustomerIdentityDetails_1,1,152,152,152
03/07/2019,06:45,thbs,BillingManagement_V1_0.billingAccount,1,710,710,710
03/07/2019,06:45,thbs,CheckTransaction_V1_0.checkTransaction,5,1109,2074,1364
03/07/2019,06:45,thbs,GeographicSiteManagement_V1_0.geographicSite,1,10065,10065,10065
03/07/2019,06:45,thbs,ProfileAndPermissionsMgmt_V1_0.getPermissions,1,5193,5193,5193
03/07/2019,07:00,thbs,BillingManagement_V1_0.billingAccount,1,715,715,715
03/07/2019,07:15,THBS,Communication_V1_0.notifyCustomer,3,1160,1166,1163
03/07/2019,07:15,oxygen8,Charge_1_0.directDebit,4,5070,6615,6211
03/07/2019,07:15,test111,BalanceManagement_1_0.balance,1,622,622,622
03/07/2019,07:15,test111,CreditVettingFraud_V1_0.cvfEligibityStatus,3,3223,5091,4365
03/07/2019,07:15,test111,O2IE_ManageCheckPoint_1_0.getCustomerIdentityDetails_1,3,98,173,131
03/07/2019,07:15,thbs,BillingManagement_V1_0.billingAccount,4,727,761,752
03/07/2019,07:15,thbs,CheckTransaction_V1_0.checkTransaction,2,1323,1335,1329
03/07/2019,07:15,thbs,OrderManagement_V1_0.updateOrderDetails,4,4782,5161,4896
03/07/2019,07:15,thbs,ProductOrderingManagement_V1_0.getOrder,2,2782,4672,3727
03/07/2019,07:15,thbs,ProductOrderingManagement_V1_0.modifyOrder,3,4821,6630,5466
03/07/2019,07:15,thbs,ProfileAndPermissionsMgmt_V1_0.getPermissions,1,10728,10728,10728
03/07/2019,07:15,thbs,SMSPermissionsMgmt_V1_0.getKeywordPermissions,1,12544,12544,12544
03/07/2019,07:15,worldPay,WorldPayNotification_V1_0.notify,1,194,194,194
03/07/2019,07:30,soaag,CreditVettingFraud_V1_0.cvfEligibityCheck,2,1249,1650,1450
03/07/2019,07:45,soaag,CreditVettingFraud_V1_0.cvfEligibityCheck,1,847,847,847
03/07/2019,07:45,thbs,ProfileAndPermissionsMgmt_V2_0.getProfile,2,2898,4785,3842
03/07/2019,08:15,soaag,AmountCharging_1_0.chargeAmount,1,2037,2037,2037
03/07/2019,08:30,THBS,Communication_V1_0.notifyCustomer,10,1187,4275,2792
03/07/2019,08:30,oxygen8,Charge_1_0.directDebit,10,701,20240,10560
03/07/2019,08:30,soaag,AmountCharging_1_0.chargeAmount,1,34329,34329,34329
03/07/2019,08:30,soaag,AmountCharging_1_0.refundAmount,1,3144,3144,3144
03/07/2019,08:30,test111,BalanceManagement_1_0.balance,10,565,1823,1149
03/07/2019,08:30,test111,CreditVettingFraud_V1_0.cvfEligibityStatus,10,3198,5792,4134
03/07/2019,08:30,test111,O2IE_ManageCheckPoint_1_0.getCustomerIdentityDetails_1,10,69,558,328
03/07/2019,08:30,thbs,BillingManagement_V1_0.billingAccount,10,692,5681,1958
03/07/2019,08:30,thbs,CheckTransaction_V1_0.checkTransaction,1,13655,13655,13655
03/07/2019,08:30,thbs,OrderManagement_V1_0.updateOrderDetails,10,2176,4400,3355
03/07/2019,08:30,thbs,ProductOrderingManagement_V1_0.modifyOrder,10,4669,5880,5052
03/07/2019,08:30,thbs,SMSPermissionsMgmt_V1_0.getKeywordPermissions,5,15422,18292,16584
03/07/2019,08:45,THBS,Communication_V1_0.notifyCustomer,3,1320,1345,1329
03/07/2019,08:45,oxygen8,Charge_1_0.directDebit,3,735,1483,1184
03/07/2019,08:45,test111,BalanceManagement_1_0.balance,1,637,637,637
03/07/2019,08:45,test111,CreditVettingFraud_V1_0.cvfEligibityStatus,2,3211,3211,3211
03/07/2019,08:45,test111,O2IE_ManageCheckPoint_1_0.getCustomerIdentityDetails_1,3,112,174,133
03/07/2019,08:45,thbs,BillingManagement_V1_0.billingAccount,3,704,754,736
03/07/2019,08:45,thbs,CheckTransaction_V1_0.checkTransaction,1,1362,1362,1362
03/07/2019,08:45,thbs,OrderManagement_V1_0.updateOrderDetails,1,2251,2251,2251
03/07/2019,08:45,thbs,ProductOrderingManagement_V1_0.getOrder,2,2900,2918,2909
03/07/2019,08:45,thbs,ProductOrderingManagement_V1_0.modifyOrder,1,4732,4732,4732
03/07/2019,08:45,thbs,ProfileAndPermissionsMgmt_V1_0.getPermissions,4,5391,8422,7048
03/07/2019,08:45,thbs,SMSPermissionsMgmt_V1_0.getKeywordPermissions,4,6630,9607,8310
03/07/2019,08:45,worldPay,WorldPayNotification_V1_0.notify,3,250,772,432
03/07/2019,09:00,SFDC,AccountManagement_V1_0.createAccount,1,915,915,915
03/07/2019,09:00,THBS,CheckNumber_V1_0.checkNumber,3,275,3033,1197
03/07/2019,09:00,THBS,Communication_V1_0.notifyCustomer,15,1106,1203,1144
03/07/2019,09:00,oxygen8,Charge_1_0.directDebit,5,853,2261,1434
03/07/2019,09:00,soaag,AmountCharging_1_0.chargeAmount,1,909,909,909
03/07/2019,09:00,soaag,PaymentManagement_V1_0.validateBankAccount,1,1331,1331,1331
03/07/2019,09:00,test111,AmountCharging_1_0.chargeAmount,7,744,3054,1151
03/07/2019,09:00,test111,AmountCharging_1_0.refundAmount,2,580,624,602
03/07/2019,09:00,test111,BalanceManagement_1_0.balance,4,620,1948,1227
03/07/2019,09:00,test111,O2IE_ManageCheckPoint_1_0.getCustomerIdentityDetails_1,12,50,137,85
03/07/2019,09:00,thbs,BillingManagement_V1_0.billingAccount,1,682,682,682
03/07/2019,09:00,thbs,CheckTransaction_V1_0.checkTransaction,3,1181,1350,1267
03/07/2019,09:00,thbs,OrderManagement_V1_0.updateOrderDetails,2,2160,2589,2374
03/07/2019,09:00,thbs,ProductOrderingManagement_V1_0.getOrder,2,2777,2850,2814
03/07/2019,09:00,thbs,ProductOrderingManagement_V1_0.modifyOrder,2,4613,4615,4614
03/07/2019,09:00,thbs,ProfileAndPermissionsMgmt_V1_0.getPermissions,7,4754,5891,5347
03/07/2019,09:00,thbs,ProfileAndPermissionsMgmt_V1_0.getProfile,3,3209,20403,9410
03/07/2019,09:00,thbs,SMSPermissionsMgmt_V1_0.getKeywordPermissions,3,5253,14048,8336
03/07/2019,09:00,thbs,SubscriptionManagement_V1_0.getSubscription,8,3003,12806,4545
03/07/2019,09:00,worldPay,WorldPayNotification_V1_0.notify,8,115,1548,373
03/07/2019,09:15,SFDC,AccountManagement_V1_0.createAccount,39,312,1586,449
03/07/2019,09:15,THBS,CheckNumber_V1_0.checkNumber,82,163,2615,271
03/07/2019,09:15,THBS,Communication_V1_0.notifyCustomer,483,1080,1513,1099
03/07/2019,09:15,oxygen8,Charge_1_0.directDebit,64,882,2566,1163
03/07/2019,09:15,soaag,PaymentManagement_V1_0.validateBankAccount,21,578,4946,872
03/07/2019,09:15,test111,AmountCharging_1_0.chargeAmount,228,710,1134,738
03/07/2019,09:15,test111,AmountCharging_1_0.refundAmount,43,364,502,416
03/07/2019,09:15,test111,BalanceManagement_1_0.balance,81,537,579,549
03/07/2019,09:15,test111,CreditVettingFraud_V1_0.cvfEligibityStatus,28,3150,4556,3225
03/07/2019,09:15,test111,O2IE_ManageCheckPoint_1_0.getCustomerIdentityDetails_1,445,43,200,53
